RECORDING_SESSION_LABEL,Participant_ID,Word_Unique_ID,Text_ID,Word_Number,Sentence_Number,Word_In_Sentence_Number,Word,Word_Cleaned,Word_Length,Total_Response_Count,Unique_Count,OrthographicMatch,OrthoMatchModel,IsModalResponse,ModalResponse,ModalResponseCount,Certainty,POS_CLAWS,Word_Content_Or_Function,Word_POS,POSMatch,POSMatchModel,InflectionMatch,InflectionMatchModel,LSA_Context_Score,LSA_Response_Match_Score,IA_ID,IA_LABEL,TRIAL_INDEX,IA_LEFT,IA_RIGHT,IA_TOP,IA_BOTTOM,IA_AREA,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_INDEX,IA_FIRST_FIXATION_VISITED_IA_COUNT,IA_FIRST_FIXATION_X,IA_FIRST_FIXATION_Y,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_FIXATION_RUN_INDEX,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIRST_RUN_END_TIME,IA_FIRST_RUN_FIXATION_.,IA_FIRST_RUN_START_TIME,IA_DWELL_TIME,IA_FIXATION_COUNT,IA_RUN_COUNT,IA_SKIP,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_REGRESSION_OUT_FULL,IA_REGRESSION_OUT_FULL_COUNT,IA_REGRESSION_PATH_DURATION,IA_FIRST_SACCADE_AMPLITUDE,IA_FIRST_SACCADE_ANGLE,IA_FIRST_SACCADE_END_TIME,IA_FIRST_SACCADE_START_TIME
sub55,Sub49,QID1,1,2.0,1.0,2.0,are,are,3.0,40.0,9.0,0.4,0.390221218,1.0,are,16.0,0.4,VBB,Content,Verb,0.875,0.870389847,0.6,0.601117574,0.67,0.78225,2,are ,44,266,314,70,154,4032,96.0,3.0,2.0,308.6,73.3,1.0,3.0,416.0,96.0,1.0,511.0,0.025,416.0,96,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.82,3.85,415.0,391.0
sub55,Sub49,QID2,1,3.0,1.0,3.0,now,now,3.0,40.0,17.0,0.0,0.005514142,0.0,many,20.0,0.5,AV0,Content,Adverb,0.075,0.086807051,,,0.64,0.48025,3,now ,44,314,363,70,154,4116,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID3,1,4.0,1.0,4.0,rumblings,rumblings,9.0,40.0,20.0,0.0,0.005514142,0.0,many,11.0,0.275,NN2,Content,Noun,0.05,0.06312702,0.025,0.041544127,0.18,0.106153846,4,rumblings ,44,363,482,70,154,9996,227.0,4.0,3.0,367.9,73.2,1.0,4.0,596.0,227.0,1.0,822.0,0.025,596.0,377,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,0.57,-9.32,595.0,588.0
sub55,Sub49,QID4,1,5.0,1.0,5.0,that,that,4.0,40.0,13.0,0.075,0.07848559,0.0,in,16.0,0.4,CJT,Function,Conjunction,0.025,0.036213555,,,0.92,0.0,5,that ,44,482,541,70,154,4956,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID5,1,6.0,1.0,6.0,Apple,apple,5.0,40.0,20.0,0.0,0.005514142,0.0,are,7.0,0.175,NN1,Content,Noun,0.25,0.256842685,0.225,0.233084455,0.3,0.1925,6,Apple ,44,541,613,70,154,6048,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID6,1,7.0,1.0,7.0,might,might,5.0,39.0,17.0,0.0,0.005625635,0.0,will,13.0,0.333333333,VM0,Content,Verb,0.820512821,0.817398543,0.128205128,0.13932775,0.53,0.313,7,might ,44,613,686,70,154,6132,204.0,16.0,6.0,631.0,151.9,0.0,9.0,4386.0,204.0,1.0,4589.0,0.025,4386.0,204,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,204.0,7.44,-0.47,4385.0,4347.0
sub55,Sub49,QID7,1,8.0,1.0,8.0,soon,soon,4.0,40.0,19.0,0.0,0.005514142,0.0,release,9.0,0.225,AV0,Content,Adverb,0.0,0.018092951,,,0.55,0.29075,8,soon ,44,686,746,70,154,5040,161.0,17.0,7.0,697.8,153.9,0.0,10.0,4614.0,161.0,1.0,4774.0,0.025,4614.0,161,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2.09,-0.9,4613.0,4590.0
sub55,Sub49,QID8,1,9.0,1.0,9.0,invade,invade,6.0,40.0,17.0,0.0,0.005514142,0.0,release,15.0,0.375,VVI,Content,Verb,1.0,0.986296592,1.0,0.984785277,0.19,0.12875,9,invade ,44,746,830,70,154,7056,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID9,1,10.0,1.0,10.0,the,the,3.0,40.0,14.0,0.475,0.469689589,1.0,the,19.0,0.475,AT0,Function,Article,0.5,0.497087445,,,0.89,0.0,10,the ,44,830,878,70,154,4032,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID10,1,11.0,1.0,11.0,smart,smart,5.0,40.0,30.0,0.0,0.005514142,0.0,market,6.0,0.15,AJ0,Content,Adjective,0.125,0.134906151,,,0.39,0.103421053,11,smart ,44,878,949,70,154,5964,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID11,1,12.0,1.0,12.0,watch,watch,5.0,40.0,10.0,0.05,0.048416672,0.0,phone,26.0,0.65,NN1,Content,Noun,0.95,0.941998841,0.8,0.796953929,0.5,0.1855,12,watch ,44,949,1022,70,154,6132,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID12,1,13.0,1.0,13.0,"space,",space,5.0,40.0,23.0,0.0,0.005514142,0.0,industry,9.0,0.225,NN1,Content,Noun,0.7,0.699473367,0.675,0.674727284,0.21,0.10625,13,"space, ",44,1022,1104,70,154,6888,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID13,1,14.0,1.0,14.0,though,though,6.0,40.0,21.0,0.0,0.01107288,0.0,and,9.0,0.225,CJS,Function,Conjunction,0.325,0.325199986,,,0.57,0.0,14,though ,44,1104,1190,70,154,7224,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID14,1,15.0,1.0,15.0,the,the,3.0,39.0,19.0,0.051282051,0.056237883,0.0,they,13.0,0.333333333,AT0,Function,Article,0.282051282,0.283145025,,,0.83,0.0,15,the ,44,1190,1238,70,154,4032,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID15,1,16.0,1.0,16.0,company,company,7.0,40.0,25.0,0.2,0.193416758,1.0,company,8.0,0.2,NN1,Content,Noun,0.9,0.894493933,0.65,0.650204589,0.16,0.274615385,16,company ,44,1238,1334,70,154,8064,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID16,1,17.0,1.0,17.0,is,is,2.0,40.0,12.0,0.125,0.120236188,0.0,has,12.0,0.3,VBZ,Content,Verb,0.975,0.964973399,0.8,0.796953929,0.69,0.5995,17,is ,44,1334,1392,70,154,4872,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID17,1,18.0,1.0,18.0,maintaining,maintaining,11.0,40.0,21.0,0.0,0.005514142,0.0,not,13.0,0.325,VVG,Content,Verb,0.25,0.256842685,0.25,0.257510301,0.26,0.20775,18,maintaining ,44,171,337,154,246,15272,312.0,13.0,4.0,190.9,162.5,1.0,5.0,3600.0,312.0,1.0,3911.0,0.025,3600.0,779,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,312.0,32.91,-174.64,3599.0,3517.0
sub55,Sub49,QID18,1,19.0,1.0,19.0,its,its,3.0,39.0,19.0,0.102564103,0.10494235,0.0,a,10.0,0.256410256,DPS,Function,Determiner,0.615384615,0.61038569,,,0.53,0.0,19,its ,44,337,386,154,246,4508,234.0,14.0,5.0,340.3,158.4,1.0,7.0,3941.0,234.0,1.0,4174.0,0.025,3941.0,234,1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,749.0,4.3,3.94,3940.0,3912.0
sub55,Sub49,QID19,1,20.0,1.0,20.0,customary,customary,9.0,40.0,28.0,0.0,0.005514142,0.0,place,3.0,0.075,AJ0,Content,Adjective,0.15,0.159161123,,,0.3,0.154,20,customary ,44,386,507,154,246,11132,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID20,1,21.0,1.0,21.0,silence.,silence,7.0,40.0,28.0,0.175,0.168951935,1.0,silence,7.0,0.175,NN1,Content,Noun,1.0,0.986296592,0.9,0.893646547,0.41,0.281538462,21,silence. ,44,507,612,154,246,9660,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
sub55,Sub49,QID21,1,22.0,2.0,1.0,The,the,3.0,39.0,15.0,0.102564103,0.104892569,0.0,apple,11.0,0.282051282,AT0,Function,Article,0.205128205,0.208033157,,,0.88,0.0,22,The ,44,612,661,154,246,4508,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,
